Username,Verified,Comment Text,Likes,Time,Replies,Translation,Offensive?
marufahamedraj,FALSE,Vai beya koren aibar,0,2w,0,TRUE,FALSE
ariyan_k_rakib,FALSE,Bhai 🫶❤️‍🩹,0,2w,0,FALSE,FALSE
rftmominul,FALSE,😮😮🔥,0,2w,0,FALSE,FALSE
farhana_sultana_liza,FALSE,Wow,0,2w,0,FALSE,FALSE
_avixaero_,FALSE,The music selection!,0,2w,0,FALSE,FALSE
of.omr,FALSE,choto bjai Become famous,0,2w,0,FALSE,FALSE
rudra_saha_akash_,FALSE,morli na kan chudani,0,2w,0,FALSE,FALSE
silent_person_41,FALSE,Inspire 🔥,0,2w,0,FALSE,FALSE
unlucky___rahat,FALSE,What a vision 🔥😍,0,2w,0,FALSE,FALSE
aesthetic_ishan_,FALSE,Good job bro..,0,2w,0,FALSE,FALSE
t_for_taposi,FALSE,Meyeder crush😂,0,2w,0,TRUE,FALSE
sam_ee_raaa,FALSE,Amazing 😭😭😭,0,2w,0,FALSE,FALSE
far___hiaa,FALSE,Kaise hua slim ❤️😢,0,2w,0,FALSE,FALSE
arohifiyona6206,FALSE,😍🔥,0,2w,0,FALSE,FALSE
abiyad_ferdous,FALSE,Bro went from can I review your food to let me eat you,3,2w,0,FALSE,FALSE
skayaan711,FALSE,You inspired me bro 🙌,0,2w,0,FALSE,FALSE
samiya_afrin22,FALSE,🥺🫶,0,2w,0,FALSE,FALSE
samihamedha_811,FALSE,Gulumulu chotobhai was something else..🙌,4,2w,0,FALSE,FALSE
mohidul_16,FALSE,Hard work 🔥🙌,0,2w,0,FALSE,FALSE
md_hamza13_2012,FALSE,Bhaiya apni ki age onek mota chilen,0,2w,0,TRUE,FALSE
grace_thv,FALSE,❤️,0,2w,0,FALSE,FALSE
_anisha_yan,FALSE,awo you are so handsome,0,2w,0,FALSE,FALSE
not_x_unkn0wn,FALSE,Gym?,1,2w,0,FALSE,FALSE
__tanjina_koly__,FALSE,❤,0,2w,0,FALSE,FALSE
rishaabhh84,FALSE,before vs before,0,2w,0,FALSE,FALSE
sanaammahbub,FALSE,You got a diet plan to share or an exercise regime,0,2w,0,FALSE,FALSE
mahbub_imran1,FALSE,Ibs mean.?,0,2w,0,FALSE,FALSE
dibaakter800,FALSE,Nice broo👏❤️,0,2w,0,FALSE,FALSE
nahid_mahamud_,FALSE,🔥🔥🔥,0,2w,0,FALSE,FALSE
ig_nadim69,FALSE,🔥🙌,0,2w,0,FALSE,FALSE
safiakter_oishi,FALSE,Shot bro🔥,0,2w,0,FALSE,FALSE
iqramulhasanibnull,FALSE,নাদান দিনে ৫ বার ভাত খাইতো😂,0,2w,0,TRUE,FALSE
trydryfish,FALSE,আমার বড় ছেলে সেই সময় থেকে যখন গুল্লু মুল্লু ছিলেন আমাকে বলেছিল দেখো মা ছেলেটা ভালো রিভিউ করে কিন্ত এক্তু হেলদি🥰🥰,0,2w,0,TRUE,TRUE
debadrita683,FALSE,Amar tomake hebbi lage 🙂 tomr ma dada sobaike bangladesh to onek prio jodi kono din bangladesh jai amar tomar sathe...  more,0,2w,0,TRUE,FALSE
rafichy222,FALSE,Best transformation I have ever seen,0,2w,0,FALSE,FALSE
jordanjj1304,FALSE,Great transformation bro. Hat's off,0,2w,0,FALSE,FALSE
_muntasir_91,FALSE,I feel like The Weeknd made this song for you.🔥,0,2w,0,FALSE,FALSE
to__fid,FALSE,Bruh i done that before but don't know how but you look so smart more than me how do you get those confidence behind...  more,0,2w,0,FALSE,FALSE
_abrar__19__,FALSE,Sera bhai🔥,0,2w,0,FALSE,FALSE
_abrar.krm_,FALSE,Six pack❌ family pack✅,1,2w,0,FALSE,FALSE
abrarinanutshell,FALSE,"Damn your glowup is crazy, good shi man",3,2w,0,FALSE,TRUE
ish_uu_6t9,FALSE,Need a comeback like this 👏,0,2w,0,FALSE,FALSE
efaz.z,FALSE,When did Bro meet the Yakuza boss?😮,0,2w,0,FALSE,FALSE
ryanuha_,FALSE,@thechotobhai how?,0,2w,0,FALSE,FALSE
_rafiaaa__,FALSE,MashaAllah,0,2w,0,FALSE,FALSE
taexvan.7,FALSE,BRO!!🔥❤️ GREAT!!,1,2w,0,FALSE,FALSE
omayer_xq,FALSE,"Brother, it was very nice to see MashaAllah🔥😍, but the question is, how did you do it so quickly?I can't do it, if you h...  more",2,2w,0,FALSE,FALSE
asifmiazi.786,FALSE,❤️❤️,0,2w,0,FALSE,FALSE
ritto__09,FALSE,My Inspiration to be change boyy 🖤🔥,1,2w,0,FALSE,FALSE
the__snixtar,FALSE,Bro meet yakuza 😮,0,2w,0,FALSE,FALSE
__kabir_tahmid__,FALSE,Nola theke Kola🔥,1,2w,0,TRUE,FALSE
mohammad_aiub_10,FALSE,💛✨,0,2w,0,FALSE,FALSE
_nu_haad_,FALSE,💗🏴,0,2w,0,FALSE,FALSE
tasnim._.owo,FALSE,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,0,2w,0,FALSE,FALSE
ritikabarua7005,FALSE,❤️❤️❤️❤️,0,2w,0,FALSE,FALSE
azizul.alim_11,FALSE,From motabhai to chotobhai,0,2w,0,FALSE,FALSE
bebo_octopus,FALSE,😮,0,2w,0,FALSE,FALSE
azwad._.rahman,FALSE,Commendable.,0,2w,0,FALSE,FALSE
aurpretty,FALSE,Slayer 🔥,0,2w,0,FALSE,FALSE
tan_a15356,FALSE,"The Episode with 'THE YAKUZA"" members was a banger tbh 🙌🔥",0,2w,0,FALSE,FALSE
my_yyou,FALSE,Whaaat a comeback bruh! 👑👏👏🔥🙌,0,2w,0,FALSE,FALSE
my_yyou,FALSE,,0,2w,0,FALSE,FALSE
tanvir.sk1,FALSE,🦯🕯️❤️🗞️,0,2w,0,FALSE,FALSE
bigdaddyshoaib,FALSE,Bro was so serious about his breakup so he dropped this now as an revenge,0,2w,0,FALSE,FALSE
_tahmid_df101,FALSE,Nah this is hard👏,0,2w,0,FALSE,FALSE
im.muhu,FALSE,Bro you still eat all those junk food!! How the hell did you do that😮,0,2w,0,FALSE,FALSE
_xoannya_,FALSE,🔥,0,2w,0,FALSE,FALSE
jarif553,FALSE,Even i wouldn’t have a blowup like that tough iam not fat,0,2w,0,FALSE,FALSE
mahimmm_official,FALSE,❤️,0,2w,0,FALSE,FALSE
kodshaan7,FALSE,Love you bro ❤️🙌,2,2w,0,FALSE,FALSE
being._.ishan_,FALSE,Vaiya Help me to lose weight 🥲,1,2w,0,FALSE,FALSE
bondhon_kumkum,FALSE,Kivabe possible 😳,0,2w,0,FALSE,FALSE
nayem___ahammed,FALSE,Helicopter clip ( aura-99999999+)🔥,0,2w,0,FALSE,FALSE
rayhan_bolchi,FALSE,Great bro!,0,2w,0,FALSE,FALSE
khonikerotithil,FALSE,❤️,0,2w,0,FALSE,FALSE
cosmic._.zub,FALSE,Dawg u gotta work for ur jawline and body now 🙌,0,2w,0,FALSE,FALSE
rabbi__zidni__ilma,FALSE,That helicopter shot was so fucking good omg,0,2w,0,FALSE,TRUE
sadia_hasan_mumu,FALSE,unbelievable change 😮😮👏👏👏,0,2w,0,FALSE,FALSE
saymaaaaa._.18,FALSE,Still bhotka,0,2w,0,FALSE,FALSE
onoyxyz,FALSE,Justice for old Rafsan 🙌❤️,1,2w,0,FALSE,FALSE
_a4adi_,FALSE,Dmn broh🚩,0,2w,0,FALSE,FALSE
onlysabynation,FALSE,Bro casually hanging out with yakuza,0,2w,0,FALSE,FALSE
sanjida__islam_sayma,FALSE,❤️❤️❤️,0,2w,0,FALSE,FALSE
seungminsfriedhairparticle,FALSE,Bhai akhon hot hoye gese😔,1,2w,0,TRUE,FALSE
nline350,FALSE,@thechotobhai Being watching you from childhood need a reply from you love from New York ❤️🔥,0,2w,0,FALSE,FALSE
onnerika,FALSE,And how tf you did that. I can't even control eating junk food man,0,2w,0,FALSE,FALSE
simuakter33669,FALSE,Masa allsh 👏👏,0,2w,0,FALSE,FALSE
prime_come_on,FALSE,halar dong😂,0,2w,0,FALSE,FALSE
ahasun_ahamed,FALSE,Chodkhaiyamormaderchud,0,2w,0,FALSE,FALSE
md_rudra_a,FALSE,Bro you are absolutely great❤️,0,2w,0,FALSE,FALSE
nehathequeen2024,FALSE,Amazing ❤️❤️ Gold bless you 🤗✨,0,2w,0,FALSE,FALSE
_end._terrorism,FALSE,Geeked vs locked in,1,2w,0,FALSE,FALSE
scifisujal,FALSE,Bro do the Sung Jinwoo cosplay you'll be Awesome,0,2w,0,FALSE,FALSE
being_shwapneel,FALSE,🔥🔥,0,2w,0,FALSE,FALSE
aahor_69,FALSE,,0,2w,0,FALSE,FALSE
t4hsin_8x,FALSE,Life changing,0,2w,0,FALSE,FALSE
saadahmadsami,FALSE,Mashallah bro. Can you please tell me how did you do it?,0,2w,0,FALSE,FALSE
_tausiffff._,FALSE,"Bro accept the challange, make a muscular body within 5 month🥸",0,2w,0,FALSE,FALSE
maayaabiimiraa,FALSE,nic,0,2w,0,FALSE,FALSE
jico_fernandez,FALSE,Rafsan the choto Vai ❌. Rafsan the eater vai 😍,0,2w,0,FALSE,FALSE
mahiahad,FALSE,somoy manus ke poriborton kore ❤️❤️❤️,0,2w,0,TRUE,FALSE
_mxgh4_,FALSE,The successful glow up ever!!🍂,0,2w,0,FALSE,FALSE
arad_alim,FALSE,Rafsan bhai oil up!!! 🙌,1,2w,0,FALSE,FALSE
z7_mujahid,FALSE,@mor_salinx9 kire nigga,0,2w,0,FALSE,FALSE
miyorifw,FALSE,Bro only replies to people who have blue ticks,0,2w,0,FALSE,FALSE
tinyrue,FALSE,King ate,0,2w,0,FALSE,FALSE
nyyaahhh_,FALSE,Insta is so positive😨,0,2w,0,FALSE,FALSE
okoisorjo,FALSE,The real lit 🔥,0,2w,0,FALSE,FALSE
s_s_a_r_k_o,FALSE,Creatine nono only apar hater biriyani,0,2w,0,FALSE,FALSE
zawad.muktadir,FALSE,@munawarrariff core,0,2w,0,FALSE,FALSE
mahif_06,FALSE,Damn bro you could've secured heavyweight division in WWE even Cena is 251 lbs,0,2w,0,FALSE,TRUE
y0urs.m4mun_,FALSE,Bros glow up📈🔥,3,2w,0,FALSE,FALSE
bengali_plate,FALSE,😮😮😮,0,2w,0,FALSE,FALSE
shamrat7,FALSE,Lbs ki abr! Bolod,0,2w,0,TRUE,FALSE
esha_gaming333,FALSE,😂😂😂😂😂,0,2w,0,FALSE,FALSE
ariyan__ahamed12,FALSE,Big change bro💝,0,2w,0,FALSE,FALSE
syeda___mahira___,FALSE,Sheiii bhai,0,2w,0,FALSE,FALSE
sha_hu.2008,FALSE,Bro's best video ever!!👏,0,2w,0,FALSE,FALSE
mehedi_maan,FALSE,আগে বুকাচুদা চিলে 🥲,0,2w,0,TRUE,FALSE
kazis94,FALSE,Bro now we want to see you build some muscle and live a healthy long life. The benefits will make you unstoppable In Sha...  more,0,2w,0,FALSE,FALSE
alifunlimited,FALSE,I wish I had a glow up like him 🔥😢,0,2w,0,FALSE,FALSE
1234nayem,FALSE,Brother ❤️❤️❤️,0,2w,0,FALSE,FALSE
eccedentesiast_0166,FALSE,No one cares,0,2w,0,FALSE,FALSE
w.fq1._,FALSE,Bro really said ☝️🤓,0,2w,0,FALSE,FALSE
mystic.psyco,FALSE,Bro ain't that the Yakuza gangster?!,0,2w,0,FALSE,FALSE
juyzuki,FALSE,Still chopped,0,2w,0,FALSE,FALSE
dr_fairooz_hossain,FALSE,U're so pretty now....MashAllah 🤎,0,2w,0,FALSE,FALSE
rahat_on_journey,FALSE,Success well deserved 🙌,0,2w,0,FALSE,FALSE
skhossain715,FALSE,Bkcd aa,0,2w,0,FALSE,FALSE
jubayer_sani,FALSE,❤️,0,2w,0,FALSE,FALSE
afridi_ahmed475,FALSE,You are best,0,2w,0,FALSE,FALSE
cookiee123567,FALSE,The glow up!!💖,0,2w,0,FALSE,FALSE
tasin.o_o,FALSE,I mog,0,2w,0,FALSE,FALSE
rafsantonmoy69,FALSE,Bro stole my name,0,2w,0,FALSE,FALSE
rafsantonmoy69,FALSE,Bro stole my name,0,2w,0,FALSE,FALSE
__thebyebyeman__,FALSE,Damn! Btw ami jantam na apni mota chilen 😆,0,2w,0,TRUE,TRUE
reshan.enzi,FALSE,This is truly great transformations it’s hard because you love FOOD 😁,0,2w,0,FALSE,FALSE
samihaha_twt,FALSE,That glow up is insane 😭,0,2w,0,FALSE,FALSE
v4_official_yt,FALSE,,0,2w,0,FALSE,FALSE
nafig9079,FALSE,Great👏,0,2w,0,FALSE,FALSE
nafig9079,FALSE,Great👏,0,2w,0,FALSE,FALSE
xl.xalman2.0,FALSE,Big Fan Broooo🔥❤️,0,2w,0,FALSE,FALSE
marrieanmarrie,FALSE,🙌🙌🔥🔥,0,2w,0,FALSE,FALSE
daisyfluffz,FALSE,Ma sha allah ki cute rafsan bhaiya✨️✨️,0,2w,0,FALSE,FALSE
farhan_muun,FALSE,Boakcoda theke hedacoda hoisos rki,0,2w,0,TRUE,FALSE
margarate.dina,FALSE,U did a grt work 💙,0,2w,0,FALSE,FALSE
adnan._.sami_08,FALSE,Bro your hard work 😉 literally I'm shock 😮😢❤️,0,2w,0,FALSE,FALSE
juice_undefeated,FALSE,Rafsan Vai to his ex : cry for me like I cry for u 🔥,0,2w,0,FALSE,FALSE
yahiabinzaman_official,FALSE,How?,0,2w,0,FALSE,FALSE
mehebubamimarch,FALSE,💕💕💕,0,2w,0,FALSE,FALSE
ur_bunny4ever,FALSE,🔥🔥,0,2w,0,FALSE,FALSE
__xroseee10,FALSE,You were cute tho,0,2w,0,FALSE,FALSE
shahariar_hossain_shawon,TRUE,Verified  ❤️,0,2w,0,FALSE,FALSE
titubhuiyan1,FALSE,Amazing transformation bhai mashallah 🤍,0,2w,0,FALSE,FALSE
firefistdihan__,FALSE,Lund chusle mera,0,2w,0,FALSE,FALSE
zarif_hossain_9,FALSE,Can you share about your diet?Also did u have rice those 4 months?Ive been trying but its not working 😭@thechotobhai,0,2w,0,FALSE,FALSE
md_atik_chowdhury_,FALSE,Nice Bro❤️👏,0,2w,0,FALSE,FALSE
kariful_rifat,FALSE,Something is cooking 🔥,0,2w,0,FALSE,FALSE
_muimuiko,FALSE,[ Ma Sha Allah ] Karo Nozor zate Nah Lage Bhai,0,2w,0,TRUE,FALSE
gojo_prim,FALSE,255lb's insane 👽☠️,0,2w,0,FALSE,FALSE
don_giga_nigga,FALSE,❤️❤️,0,2w,0,FALSE,FALSE
mubinchowdhury777,FALSE,🙌 Absolute Cinema 🙌,0,2w,0,FALSE,FALSE
farzana_3372,FALSE,Processing ta ki chilo??,0,2w,0,FALSE,FALSE
sinha_al_ibrahim,FALSE,Best motivation,0,2w,0,FALSE,FALSE
a_for_argentina_alt,FALSE,Bro casually walking beside a japanese mafia,0,2w,0,FALSE,FALSE
mistysabnom,FALSE,"তুমি তো আমার ছেলের মতো ছিলা ছোটো বেলায়,তাহলে আমার ছেলে বড় হলে তোমার মতোই হ্যান্ডসাম হবে ।",0,2w,0,TRUE,FALSE
mishkatul_mahjabin,FALSE,👏👏👏👏,1,2w,0,FALSE,FALSE
albatross_o88,FALSE,Ahono tw bokachodar motoi lage🙂,0,2w,0,TRUE,FALSE
tata_exs,FALSE,Bro after realizing: এভাবে মেয়ে পটানো যাবেনা 🤡... After that bro: 🔥🔥,1,2w,0,TRUE,FALSE
muni.a1433,FALSE,🙌🙌,0,2w,0,FALSE,FALSE
misogynist_._,FALSE,then gay ...  more,0,2w,0,FALSE,FALSE
bangtan_spark_ot7,FALSE,Allah is indeed the best planner.,0,2w,0,FALSE,FALSE
ahsanadil_n,FALSE,i love you hottie 😍,0,2w,0,FALSE,FALSE
natthepetni,FALSE,How are you tho,0,2w,0,FALSE,FALSE
_rezzz1,FALSE,"Hasinar paa chushte chushte shukhaiyya geso, bahh",1,2w,0,TRUE,FALSE
shahbaz.ahmed.oo7,FALSE,My Waight 110 KG. And I Will Try It. In-Shaa-Allah.,0,2w,0,FALSE,FALSE
abraharnahid,FALSE,GG bro ❤️‍🔥🫰,1,2w,0,FALSE,FALSE
red_._winey,FALSE,Bro got the undeniable spark and a perfect jaw,3,2w,0,FALSE,FALSE
zesty_ifraz,FALSE,❤️,0,2w,0,FALSE,FALSE
_s_a_d_i_a_i_s_l_a_m_,FALSE,👏🙌,0,2w,0,FALSE,FALSE
sadia99234,FALSE,Pro bro🔥!! 🙌,0,2w,0,FALSE,FALSE
saruto_otusuki,FALSE,Hair Boro korle Eran Yeager er Moto lagbe,0,2w,0,TRUE,FALSE
mus.tafaaa__,FALSE,Omw bruhh,0,2w,0,FALSE,FALSE
musfika__megha,FALSE,Hay massallah ❤️,0,2w,0,FALSE,FALSE
rox_ratul,FALSE,What a comeback bro🤞,0,2w,0,FALSE,FALSE
maisha_7official,FALSE,❤️❤️❤️❤️❤️❤️❤️❤️,0,2w,0,FALSE,FALSE
ahnaf_tazwar_7,FALSE,Need a transformation like you,0,2w,0,FALSE,FALSE
sharmin.akter.566790,FALSE,Ki vabe wow nice,0,2w,0,FALSE,FALSE
blamin_aiden,FALSE,Ngl dude went through a good glow up 🙌🏻,0,2w,0,FALSE,FALSE
farhaz_umed,FALSE,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 frrrrrrrrrrrrrrr,0,2w,0,FALSE,FALSE
shannidha_barua,FALSE,nijeke niye nije vab mare😂,0,2w,0,TRUE,FALSE
reduan_masum1,FALSE,🔥,0,2w,0,FALSE,FALSE
asraful_islam_raja,FALSE,Tui Prothom ow banc..d cila Akhon ow acho chutiya,0,2w,0,TRUE,FALSE
zhnirob_,FALSE,স্বৈরশাসকের দোসর তুমি এবং সাথে তোমার আফ্রিদি ব্রাদারও। ভুলি নি আমরা।,0,2w,0,TRUE,FALSE
shihab__hossan,FALSE,🙌❤️,0,2w,0,FALSE,FALSE
zerinsultanaakhi,FALSE,Mashallah,0,2w,0,FALSE,FALSE
ayatollah_710,FALSE,👏,0,2w,0,FALSE,FALSE
_nusrat28,FALSE,❤️🔥🔥,2,2w,0,FALSE,FALSE
fahimfaisalaman,FALSE,Bro is following got rejected trend,0,2w,0,FALSE,FALSE
bishal.saha.bs,FALSE,One of the craziest transformation 🔥,0,2w,0,FALSE,FALSE
blexed_._tahim_,FALSE,❤️,0,2w,0,FALSE,FALSE
w.asizzz,FALSE,Nah that's good tho,1,2w,0,FALSE,FALSE
mo_neasar,FALSE,👏😂😂,0,2w,0,FALSE,FALSE
helal_tahsan,FALSE,We miss bhotka rafsan😭,1,2w,0,FALSE,FALSE
mithila_hossain_432,FALSE,Aww💋,0,2w,0,FALSE,FALSE
m7hin20,FALSE,Bro your videos are amazing ❤️🔥,2,2w,0,FALSE,FALSE
sadiya_akter_tanha,FALSE,You have done a great job bruh 🙌,0,2w,0,FALSE,FALSE
emo__nnn,FALSE,🙌❤️,0,2w,0,FALSE,FALSE
ayeeeeeeeeeshaa,FALSE,Motabhai to Chotobhai,1,2w,0,FALSE,FALSE
mihfat_ifhsam_2x3,FALSE,Hormone,0,2w,0,FALSE,FALSE
pranto_rno,FALSE,W,0,2w,0,FALSE,FALSE
mr_brown_00aa,FALSE,Idol👏,0,2w,0,FALSE,FALSE
borkotrahman,FALSE,Botka,0,2w,0,FALSE,FALSE
mustakim_rahman_07,FALSE,🔥,0,2w,0,FALSE,FALSE
al_bir_,FALSE,,0,2w,0,FALSE,FALSE
_asma_mahmood_,FALSE,ato shundor hoye gese 🙏🐣amar glowup Kobe hobe eirokom 🐣,0,2w,0,TRUE,FALSE
xtro_rex,FALSE,Till past to now bros handsome forever,1,2w,0,FALSE,FALSE
rt7667678878,FALSE,Nah it's over,0,2w,0,FALSE,FALSE
killer_panda209,FALSE,👏😮😂,0,2w,0,FALSE,FALSE
_asma_mahmood_,FALSE,helicopter scene is so iconic 🐣😭,0,2w,0,FALSE,FALSE
foxyahhh,FALSE,@zabir_abdullah1 2nd clip cautche creamin twin.,2,2w,0,FALSE,FALSE
shadman_wasif_khan,FALSE,"I don't condone body shaming, but if somebody bodyshamed me.... the biggest revenge would be grinding it hard in ways...  more",2,2w,0,FALSE,FALSE
real_leviii,FALSE,Chotobhai boro hoye jacche 😢,1,2w,0,TRUE,FALSE
sultanataspia436,FALSE,I want this type of change 🥹,0,2w,0,FALSE,FALSE
sheikhsamaira2,FALSE,Brub tmi tokhon o cute chila akn o acho🫶🖤,0,2w,0,TRUE,FALSE
suraiyachubha,FALSE,🙌🔥,0,2w,0,FALSE,FALSE
t.nish__,FALSE,That lbs hits different today. ✨,1,2w,0,FALSE,FALSE
jonaki.khondokar,FALSE,Inspo 🔥,0,2w,0,FALSE,FALSE
mitadori_arikao,FALSE,👏👏,0,2w,0,FALSE,FALSE
to_nuuuuu,FALSE,Aww how cutee🥹🎀😭,0,2w,0,FALSE,FALSE
umme_maisha,FALSE,I fear my graduation hat won't fit me either,0,2w,0,FALSE,FALSE
abrar__things,FALSE,That kind of motivation i need💥,0,2w,0,FALSE,FALSE
sksoaibsarker,FALSE,Burger to sandwich 🔥,1,2w,0,FALSE,FALSE
sahriar_shourov,FALSE,Buhhh,0,2w,0,FALSE,FALSE
crack._.sakib,FALSE,Kintu mota hobo kivabe 🙂,0,2w,0,TRUE,FALSE
i_sell_niggas_online,FALSE,,0,2w,0,FALSE,FALSE
anas_rikabder,FALSE,Hyy ctw🙌,0,2w,0,FALSE,FALSE
akther_07_,FALSE,I think you are one of the most handsome men in Bangladesh 🙌💯💥,0,2w,0,FALSE,FALSE
sam_died,FALSE,It's the guy from potata ad,0,2w,0,FALSE,FALSE
rajin_isc_boii,FALSE,Big fan of,0,2w,0,FALSE,FALSE
1adyaannabi1,FALSE,Glow up ❌ oil up ✅,0,2w,0,FALSE,FALSE
nowaybrosaidit,FALSE,Nigga,0,2w,0,FALSE,FALSE
shin_miya_777,FALSE,Thank you for inspiration again,0,2w,0,FALSE,FALSE
ryan_playsss,FALSE,"Broh, I've been watching your videos since the beginning. Whenever I used to watch your videos in TV with my family, my...  more",1,2w,0,FALSE,FALSE
_.rohvn._,FALSE,bro dropped the hardest transformation ever!🔥,0,2w,0,FALSE,FALSE
dianamilipanday,FALSE,Wow,0,2w,0,FALSE,FALSE
jao_skittle,FALSE,5 times?,0,2w,0,FALSE,FALSE
_suroviiii_,FALSE,Night chnge hogaya👏,0,2w,0,FALSE,FALSE
ocyeanic.mohu,FALSE,The sound like the the transformation💢🤑,0,2w,0,FALSE,FALSE
exotic_bushraa,FALSE,🔥❤️,0,2w,0,FALSE,FALSE
obviouszuni,FALSE,"My Nanu,ma,and bhai watch u EVERY day,it's getting fr annoying but keep doing what u love and have fun💗🇧🇩",0,2w,0,FALSE,FALSE
ab__jk_m__rst_y_,FALSE,Nothing can beat Him and his iconic helicopter clip--😔☝🏻,0,2w,0,FALSE,FALSE
deathgripsbangladesh,FALSE,din e 5 bela bhat kemne khai ekjon lok😭😭,2,2w,0,TRUE,FALSE
ishitaaa120,FALSE,🤡🤡,0,2w,0,FALSE,FALSE
ishitaaa120,FALSE,that is literally the worst transformation edit i've ever seen,0,2w,0,FALSE,FALSE
erfan_vaia,FALSE,❤️❤️,0,2w,0,FALSE,FALSE
chotobhaishawon,FALSE,Love you ❤️😘,0,2w,0,FALSE,FALSE
md.shakiren,FALSE,মোটা মোটাই যতোয় না চিকন হয় 🤣🤣,0,2w,0,TRUE,FALSE
_nirjhorinee_,FALSE,😭❤️‍🔥,1,2w,0,FALSE,FALSE
2.02.01.0,FALSE,,1,2w,0,FALSE,FALSE
_jobayerhossain,TRUE,Verified  Gang------>,0,2w,0,FALSE,FALSE
bakko_r__06,FALSE,Blu power 😆😆,0,2w,0,FALSE,FALSE
jishan_rahman__69,FALSE,Brooo thats grow up was epic 🔥 mashallah,0,2w,0,FALSE,FALSE
its_me_.irf4n._,FALSE,He had a great glow up that's fs,0,2w,0,FALSE,FALSE
___emonhere___,FALSE,Helicopter shot was unreal 🔥,0,2w,0,FALSE,FALSE
sasukeuchihx.__,FALSE,Bro's day by day 📈🔥💓,0,2w,0,FALSE,FALSE
cursed_coffin_of_infinity,FALSE,Bro turned from Choto Bhai to Boro Bhai,0,2w,0,FALSE,FALSE
itsjuisrat,FALSE,Go aheah bro....,0,2w,0,FALSE,FALSE
msbrunetteofficial,FALSE,WE GOT RAFSAN DOING THIS TREND BEFORE GTA 6😭,2,2w,0,FALSE,FALSE
safasimran21,FALSE,❤️❤️,0,2w,0,FALSE,FALSE
bhattyalmahade,FALSE,What a change 😮,0,2w,0,FALSE,FALSE
pr_3m_,FALSE,MrPoshu,0,2w,0,FALSE,FALSE
__shaz__0,FALSE,It's so sweet of rafsan to like and reply to everybody's comment in the comment section i love how humble he is even...  more,0,2w,0,FALSE,FALSE
trisha_________246,FALSE,😍😍😍😍😍,0,2w,0,FALSE,FALSE
_safarahman,FALSE,❤️❤️🔥,1,2w,0,FALSE,FALSE
prime_versionx,FALSE,Vai amare ekta suggesiin den,0,2w,0,TRUE,FALSE
hotxladen,FALSE,🦍➡️✊💦➡️🦘,0,2w,0,FALSE,FALSE
7inhaodoney,FALSE,But the past chotobhai is so cute🤌💕,0,2w,0,FALSE,FALSE
ahnafsameer,FALSE,🔥🔥,0,2w,0,FALSE,FALSE
bloom_skyh104,FALSE,Slayyyy,0,2w,0,FALSE,FALSE
imtiaz_ahammed07,FALSE,Weed power bro,0,2w,0,FALSE,FALSE
ahnafsameer,FALSE,Brooo I am inspired by you mashaallah,0,2w,0,FALSE,FALSE
zulkarnainjarrad,FALSE,It restored my faith😭,0,2w,0,FALSE,FALSE
_mxom_007,FALSE,Fav Bangladeshi content creator fr 🙌😭,2,2w,0,FALSE,FALSE
pilot.eva,FALSE,Can you share the journey of those 4 months?,0,2w,0,FALSE,FALSE
taassmii,FALSE,😭,0,2w,0,FALSE,FALSE
shahrin_khan_,FALSE,Can you please share your transformation!,0,2w,0,FALSE,FALSE
ishtiak7882,FALSE,👏🔥,0,2w,0,FALSE,FALSE
shezrebzxy,FALSE,Still you couldn't change your fashion senses,0,2w,0,FALSE,FALSE
gokublack_ui,FALSE,Vai looking Majestic🤚🤩,0,2w,0,FALSE,FALSE
lawyer_duttay,FALSE,🔥,0,2w,0,FALSE,FALSE
fahad_75209,FALSE,,0,2w,0,FALSE,FALSE
_s_a_b_i_d,FALSE,👏🔥,0,2w,0,FALSE,FALSE
monjunurrahman,FALSE,Shei EKTA weight loss korso bhai🙌,1,2w,0,FALSE,FALSE
_was.if_,FALSE,money matters,1,2w,0,FALSE,FALSE
mahmudul.pranto,FALSE,"""From struggle to success—truly inspiring!""",1,2w,0,FALSE,FALSE
sorna_mozumdar,FALSE,kemne cikon hoilen,1,2w,0,TRUE,FALSE
shnider_stalin7,FALSE,Still a vushku 🫄🏻,1,2w,0,FALSE,FALSE
_u_know_who_008,FALSE,@lathhi_gg_ motivation lele,1,2w,0,FALSE,FALSE
snjnfeb23,FALSE,"Bless you, bhai 🙌🏼",1,2w,0,FALSE,FALSE
dexter_flapsx_x,FALSE,255lb 💔,1,2w,0,FALSE,FALSE
dynasimp.am,FALSE,W glowup,3,2w,0,FALSE,FALSE
engr.mahin,FALSE,Mahhhh bro❤️🔥🔥,1,2w,0,FALSE,FALSE
ab3_1r_07,FALSE,Should more glow up,1,2w,0,FALSE,FALSE
easha67,FALSE,রাফসান the chudirvai,1,2w,0,TRUE,FALSE
anupa.mostafiz61420,FALSE,❤️❤️❤️,1,2w,0,FALSE,FALSE
